crop_type,growth_stage,soil_type,soil_moisture,temperature,humidity,rain_forecast,forecast_rainfall_mm,irrigation_method,disease_context,crop_kc,reference_et0,crop_etc,effective_precipitation_peff,soil_field_capacity,soil_wilting_point,action_code,urgency,water_requirement_mm
Corn,Flowering,Loamy,23.0,29.6,47.1,None,0.0,Drip Irrigation,None / Healthy,1.2,3.73,4.48,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,4.09
Potato,Vegetative,Sandy,8.0,30.4,37.8,Low,1.8,Sprinkler (Overhead),Tomato Septoria Leaf Spot,0.8,4.22,3.38,0.0,15.0,6.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Sugarcane,Fruiting,Sandy Loam,12.6,38.1,83.5,Moderate,12.4,Drip Irrigation,None / Healthy,1.25,3.58,4.47,7.45,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,5.88
Tomato,Fruiting,Black Soil,39.8,23.4,93.5,Low,3.2,Flood / Surface,Potato Late Blight,1.2,2.0,2.4,0.03,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Maturity,Clay Loam,28.5,24.0,74.9,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,0.55,2.02,1.11,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,1.5
Sugarcane,Fruiting,Sandy,12.0,37.8,26.0,Low,5.9,Sub-surface Drip,None / Healthy,1.25,6.27,7.84,2.21,15.0,6.0,MAINTENANCE_DRIP,Normal,5.5
Pepper Bell,Flowering,Sandy Loam,18.9,26.0,72.8,None,0.0,Flood / Surface,None / Healthy,1.05,2.34,2.46,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,2.93
Soybean,Fruiting,Sandy,12.3,33.4,39.4,Moderate,16.2,Flood / Surface,None / Healthy,1.05,4.72,4.96,10.42,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Fruiting,Loamy,26.5,36.2,55.3,None,0.0,Drip Irrigation,Tomato Septoria Leaf Spot,1.1,4.51,4.96,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Potato,Maturity,Black Soil,30.6,21.9,34.7,Low,2.5,Flood / Surface,None / Healthy,0.75,2.73,2.05,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,1.93
Pepper Bell,Flowering,Black Soil,22.0,26.3,34.6,High,39.5,Sprinkler (Overhead),Tomato Yellow Leaf Curl Virus,1.05,3.55,3.73,29.08,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,4.39
Soybean,Flowering,Black Soil,29.4,18.1,85.2,None,0.0,Flood / Surface,None / Healthy,1.15,2.0,2.3,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Seedling,Black Soil,40.3,19.1,31.5,Low,1.8,Drip Irrigation,None / Healthy,0.6,2.28,1.37,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Corn,Maturity,Sandy Loam,15.5,20.4,78.5,Low,4.2,Drip Irrigation,None / Healthy,0.6,2.0,1.2,0.9,22.0,10.0,MAINTENANCE_DRIP,Normal,1.5
Pepper Bell,Flowering,Clay Loam,25.5,40.5,61.1,None,0.0,Drip Irrigation,None / Healthy,1.05,4.94,5.19,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,5.43
Cotton,Fruiting,Black Soil,32.3,40.0,77.2,None,0.0,Drip Irrigation,None / Healthy,0.85,3.97,3.37,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,3.59
Pepper Bell,Seedling,Black Soil,41.4,29.5,28.3,High,29.3,Drip Irrigation,None / Healthy,0.6,4.39,2.63,20.91,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Soybean,Vegetative,Sandy,12.2,26.7,59.4,None,0.0,Sub-surface Drip,Tomato Septoria Leaf Spot,0.7,2.84,1.99,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.75
Pepper Bell,Vegetative,Sandy,10.8,20.7,28.7,High,24.4,Drip Irrigation,None / Healthy,0.8,2.64,2.11,17.03,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Pepper Bell,Vegetative,Sandy Loam,12.2,29.6,86.4,Low,1.3,Flood / Surface,None / Healthy,0.8,2.53,2.02,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Flowering,Black Soil,21.9,36.0,21.6,None,0.0,Sub-surface Drip,None / Healthy,1.15,6.08,6.99,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Soybean,Seedling,Sandy,8.6,26.1,49.7,Moderate,16.7,Drip Irrigation,None / Healthy,0.4,3.05,1.22,10.9,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Maturity,Loamy,15.8,34.9,20.1,None,0.0,Drip Irrigation,None / Healthy,0.75,5.9,4.43,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,5.54
Potato,Fruiting,Sandy Loam,29.0,16.0,73.5,High,22.9,Drip Irrigation,Tomato Target Spot,1.15,2.0,2.3,15.83,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Pepper Bell,Flowering,Black Soil,33.4,30.6,76.6,None,0.0,Sub-surface Drip,None / Healthy,1.05,2.78,2.92,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.89
Cotton,Seedling,Black Soil,32.4,36.7,80.9,Low,1.3,Sprinkler (Overhead),Tomato Septoria Leaf Spot,0.45,3.39,1.53,0.0,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Potato,Maturity,Black Soil,43.0,29.4,76.6,Low,4.2,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.75,2.64,1.98,0.84,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Cotton,Flowering,Sandy Loam,19.2,22.4,74.3,High,43.2,Flood / Surface,Tomato Early Blight,1.2,2.0,2.4,32.06,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Wheat,Flowering,Black Soil,18.5,16.0,58.0,Low,3.6,Sprinkler (Overhead),Pepper Bell Bacterial Spot,1.15,2.0,2.3,0.37,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Rice,Maturity,Sandy Loam,21.9,38.4,65.7,High,42.0,Drip Irrigation,None / Healthy,0.95,4.36,4.14,31.08,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Wheat,Fruiting,Sandy Loam,16.3,34.4,84.9,None,0.0,Flood / Surface,Tomato Yellow Leaf Curl Virus,0.85,3.11,2.64,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,2.61
Pepper Bell,Fruiting,Loamy,13.5,17.1,92.1,Moderate,9.0,Drip Irrigation,None / Healthy,1.1,2.0,2.2,4.66,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Maturity,Sandy Loam,18.4,30.5,91.8,None,0.0,Sprinkler (Overhead),None / Healthy,0.35,2.64,0.92,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.5
Rice,Fruiting,Loamy,15.5,41.4,88.8,Low,3.9,Drip Irrigation,None / Healthy,1.2,4.01,4.81,0.63,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,5.9
Potato,Fruiting,Clay Loam,25.2,35.2,44.5,None,0.0,Drip Irrigation,Tomato Yellow Leaf Curl Virus,1.15,4.84,5.57,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,5.5
Rice,Vegetative,Loamy,28.1,14.7,51.3,None,0.0,Drip Irrigation,None / Healthy,1.15,2.0,2.3,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Vegetative,Sandy Loam,22.8,35.1,65.1,High,44.9,Flood / Surface,Tomato Septoria Leaf Spot,0.75,3.88,2.91,33.39,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Soybean,Fruiting,Clay Loam,29.3,37.9,43.0,None,0.0,Drip Irrigation,Tomato Early Blight,1.05,5.43,5.7,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,5.5
Wheat,Maturity,Loamy,22.1,20.7,74.3,None,0.0,Drip Irrigation,Tomato Early Blight,0.35,2.0,0.7,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,1.5
Sugarcane,Seedling,Black Soil,30.1,27.8,56.4,None,0.0,Sprinkler (Overhead),None / Healthy,0.45,3.11,1.4,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,1.5
Soybean,Seedling,Clay Loam,25.3,24.4,74.4,Low,3.3,Drip Irrigation,None / Healthy,0.4,2.09,0.84,0.12,34.0,18.0,MAINTENANCE_DRIP,Normal,1.5
Rice,Fruiting,Black Soil,43.8,26.8,74.0,None,0.0,Drip Irrigation,None / Healthy,1.2,2.4,2.88,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Potato,Flowering,Loamy,21.0,35.1,30.5,None,0.0,Flood / Surface,Potato Late Blight,1.15,5.46,6.28,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,5.5
Sugarcane,Vegetative,Sandy,5.3,39.3,26.1,None,0.0,Sub-surface Drip,None / Healthy,0.85,6.61,5.62,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,6.79
Tomato,Maturity,Black Soil,40.7,14.6,80.8,Moderate,11.9,Sprinkler (Overhead),None / Healthy,0.8,2.0,1.6,7.01,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Maturity,Loamy,17.8,26.4,85.6,Low,3.8,Drip Irrigation,None / Healthy,0.8,2.17,1.74,0.57,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Flowering,Sandy Loam,7.5,26.2,32.4,None,0.0,Sprinkler (Overhead),None / Healthy,1.2,3.59,4.31,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,5.39
Cotton,Seedling,Sandy Loam,7.0,31.5,39.9,None,0.0,Flood / Surface,Tomato Early Blight,0.45,4.34,1.95,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Fruiting,Sandy Loam,22.3,16.4,41.4,None,0.0,Sprinkler (Overhead),Tomato Yellow Leaf Curl Virus,1.1,2.0,2.2,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Flowering,Clay Loam,47.1,38.4,74.6,Moderate,12.1,Flood / Surface,Tomato Septoria Leaf Spot,1.05,3.89,4.08,7.15,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Seedling,Sandy,5.7,21.7,24.5,Low,5.0,Flood / Surface,None / Healthy,0.45,2.92,1.31,1.5,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Flowering,Black Soil,31.7,15.9,79.3,None,0.0,Sub-surface Drip,None / Healthy,1.2,2.0,2.4,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.51
Corn,Seedling,Black Soil,40.4,15.5,77.4,Low,5.3,Sub-surface Drip,None / Healthy,0.4,2.0,0.8,1.73,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Corn,Maturity,Clay Loam,14.7,22.1,70.2,None,0.0,Sub-surface Drip,Potato Late Blight,0.6,2.0,1.2,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Fruiting,Black Soil,30.7,39.4,71.7,None,0.0,Sprinkler (Overhead),None / Healthy,1.2,4.19,5.03,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,5.08
Tomato,Flowering,Clay Loam,45.3,23.2,82.1,None,0.0,Drip Irrigation,None / Healthy,1.15,2.0,2.3,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Seedling,Loamy,23.2,20.1,70.2,Moderate,9.3,Drip Irrigation,None / Healthy,0.4,2.0,0.8,4.96,28.0,14.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Sugarcane,Flowering,Loamy,27.7,15.1,36.9,Moderate,11.2,Flood / Surface,Tomato Early Blight,1.25,2.0,2.5,6.46,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Rice,Flowering,Loamy,28.6,38.3,88.5,None,0.0,Flood / Surface,None / Healthy,1.25,3.61,4.51,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Corn,Maturity,Sandy Loam,14.2,22.1,24.0,Low,2.3,Sprinkler (Overhead),None / Healthy,0.6,3.02,1.81,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Fruiting,Clay Loam,31.1,41.6,52.6,Moderate,7.4,Sprinkler (Overhead),None / Healthy,1.15,5.61,6.45,3.39,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Rice,Seedling,Sandy Loam,17.2,38.8,88.2,High,41.4,Sub-surface Drip,Tomato Septoria Leaf Spot,1.05,3.67,3.85,30.61,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Flowering,Black Soil,34.2,23.1,80.4,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,2.0,2.3,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.41
Rice,Flowering,Sandy,12.7,24.2,93.4,None,0.0,Sprinkler (Overhead),None / Healthy,1.25,2.0,2.5,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,2.39
Potato,Vegetative,Black Soil,30.3,33.4,44.7,Moderate,10.6,Sprinkler (Overhead),None / Healthy,0.8,4.5,3.6,6.01,40.0,22.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Corn,Maturity,Clay Loam,31.8,41.0,52.4,Moderate,13.9,Drip Irrigation,None / Healthy,0.6,5.51,3.31,8.58,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Flowering,Loamy,28.7,23.0,48.8,None,0.0,Drip Irrigation,None / Healthy,1.25,2.57,3.21,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Maturity,Sandy,15.8,27.0,58.9,Low,4.9,Flood / Surface,None / Healthy,0.35,2.9,1.01,1.42,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Vegetative,Sandy,12.1,30.4,23.0,Low,2.3,Drip Irrigation,None / Healthy,0.7,4.77,3.34,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,3.33
Corn,Maturity,Clay Loam,47.2,27.7,80.8,Moderate,17.3,Sub-surface Drip,Tomato Yellow Leaf Curl Virus,0.6,2.31,1.39,11.37,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Flowering,Black Soil,34.2,26.1,77.0,Low,6.0,Sprinkler (Overhead),None / Healthy,1.25,2.22,2.78,2.27,40.0,22.0,MAINTENANCE_DRIP,Normal,2.93
Pepper Bell,Maturity,Loamy,23.5,22.1,79.7,Moderate,8.2,Sub-surface Drip,None / Healthy,0.85,2.0,1.7,4.03,28.0,14.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Sugarcane,Seedling,Sandy,9.0,40.9,60.3,None,0.0,Flood / Surface,None / Healthy,0.45,5.04,2.27,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Vegetative,Clay Loam,30.0,22.8,39.5,None,0.0,Flood / Surface,None / Healthy,0.75,2.77,2.08,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,1.95
Corn,Vegetative,Black Soil,33.2,26.0,72.1,None,0.0,Sprinkler (Overhead),None / Healthy,0.85,2.35,2.0,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,1.89
Pepper Bell,Vegetative,Black Soil,30.9,31.7,53.0,None,0.0,Sub-surface Drip,None / Healthy,0.8,3.86,3.09,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.99
Wheat,Maturity,Clay Loam,23.0,40.0,33.9,Low,2.4,Flood / Surface,None / Healthy,0.35,6.34,2.22,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Rice,Vegetative,Clay Loam,27.9,23.8,67.3,Low,2.0,Drip Irrigation,None / Healthy,1.15,2.21,2.54,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,2.52
Pepper Bell,Maturity,Black Soil,35.1,14.6,46.4,Moderate,14.0,Drip Irrigation,Tomato Target Spot,0.85,2.0,1.7,8.7,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Pepper Bell,Fruiting,Clay Loam,29.0,33.1,55.1,None,0.0,Drip Irrigation,None / Healthy,1.1,4.0,4.4,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,4.43
Potato,Vegetative,Loamy,20.5,41.7,72.4,Low,4.5,Drip Irrigation,None / Healthy,0.8,4.49,3.59,1.06,28.0,14.0,MAINTENANCE_DRIP,Normal,3.5
Corn,Seedling,Loamy,14.9,18.8,41.0,None,0.0,Drip Irrigation,Tomato Target Spot,0.4,2.04,0.82,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Maturity,Black Soil,40.5,37.4,51.1,Low,4.2,Flood / Surface,None / Healthy,0.85,4.92,4.18,0.83,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Maturity,Sandy,11.6,37.1,71.5,None,0.0,Flood / Surface,None / Healthy,0.8,3.87,3.1,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,3.28
Tomato,Maturity,Sandy Loam,6.5,32.0,90.5,None,0.0,Drip Irrigation,None / Healthy,0.8,2.82,2.26,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Fruiting,Sandy,7.1,25.5,73.7,Moderate,10.3,Sub-surface Drip,None / Healthy,0.85,2.25,1.91,5.78,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Seedling,Sandy,22.9,38.7,51.8,None,0.0,Flood / Surface,None / Healthy,0.5,5.13,2.56,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Vegetative,Clay Loam,28.6,30.1,28.1,None,0.0,Sprinkler (Overhead),None / Healthy,0.75,4.51,3.38,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,3.54
Potato,Fruiting,Sandy,4.0,24.4,41.1,None,0.0,Drip Irrigation,Tomato Early Blight,1.15,3.01,3.46,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,4.3
Corn,Fruiting,Loamy,22.1,21.5,58.4,None,0.0,Sub-surface Drip,None / Healthy,1.1,2.1,2.31,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,2.55
Soybean,Vegetative,Black Soil,29.2,41.2,72.1,Low,1.4,Drip Irrigation,Pepper Bell Bacterial Spot,0.7,4.43,3.1,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.71
Sugarcane,Flowering,Sandy Loam,21.9,36.2,57.0,None,0.0,Flood / Surface,None / Healthy,1.25,4.43,5.54,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Fruiting,Sandy,7.9,36.8,43.4,None,0.0,Sprinkler (Overhead),None / Healthy,0.85,5.2,4.42,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,5.68
Rice,Vegetative,Loamy,21.6,26.2,94.3,Low,4.1,Drip Irrigation,None / Healthy,1.15,2.13,2.45,0.77,28.0,14.0,MAINTENANCE_DRIP,Normal,2.44
Soybean,Maturity,Clay Loam,23.9,22.9,61.3,Low,4.4,Drip Irrigation,Potato Late Blight,0.5,2.23,1.11,1.02,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Flowering,Sandy Loam,21.3,40.0,79.6,None,0.0,Sprinkler (Overhead),None / Healthy,1.2,3.84,4.61,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Vegetative,Black Soil,49.0,18.3,90.1,Low,4.2,Drip Irrigation,None / Healthy,0.85,2.0,1.7,0.85,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Fruiting,Loamy,10.4,22.3,71.6,None,0.0,Sub-surface Drip,None / Healthy,0.85,2.0,1.7,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Maturity,Black Soil,33.9,23.8,76.1,Low,5.6,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.8,2.0,1.6,2.0,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Pepper Bell,Maturity,Sandy Loam,22.3,27.5,45.3,High,25.2,Drip Irrigation,Tomato Target Spot,0.85,3.43,2.92,17.67,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Vegetative,Sandy,4.0,35.2,87.3,None,0.0,Flood / Surface,None / Healthy,0.85,3.21,2.73,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Fruiting,Loamy,28.3,27.8,94.4,Moderate,14.0,Sprinkler (Overhead),None / Healthy,1.2,2.33,2.8,8.7,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Cotton,Seedling,Loamy,23.4,14.6,86.3,Low,5.4,Sprinkler (Overhead),None / Healthy,0.45,2.0,0.9,1.84,28.0,14.0,MAINTENANCE_DRIP,Normal,1.5
Rice,Flowering,Black Soil,42.1,28.0,42.2,Low,1.2,Drip Irrigation,None / Healthy,1.25,3.61,4.51,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Seedling,Loamy,24.0,21.2,26.6,Low,1.7,Drip Irrigation,None / Healthy,0.45,2.77,1.25,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,1.5
Corn,Fruiting,Sandy,5.2,25.2,38.3,Moderate,13.0,Sprinkler (Overhead),None / Healthy,1.1,3.22,3.54,7.89,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,4.29
Pepper Bell,Vegetative,Sandy,21.7,29.3,89.3,None,0.0,Sub-surface Drip,None / Healthy,0.8,2.5,2.0,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Rice,Fruiting,Sandy,14.0,39.0,61.1,Moderate,13.4,Drip Irrigation,None / Healthy,1.2,4.69,5.63,8.26,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Cotton,Seedling,Clay Loam,19.3,38.7,46.7,None,0.0,Sprinkler (Overhead),None / Healthy,0.45,5.4,2.43,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Fruiting,Black Soil,28.6,19.3,60.3,Moderate,17.6,Sprinkler (Overhead),Potato Late Blight,1.2,2.0,2.4,11.58,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Pepper Bell,Vegetative,Clay Loam,18.9,28.6,26.0,None,0.0,Sprinkler (Overhead),None / Healthy,0.8,4.28,3.42,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,4.47
Corn,Fruiting,Clay Loam,28.5,29.1,89.1,None,0.0,Sprinkler (Overhead),None / Healthy,1.1,2.47,2.72,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,2.55
Potato,Maturity,Clay Loam,19.7,26.9,60.0,None,0.0,Sprinkler (Overhead),None / Healthy,0.75,2.85,2.14,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Vegetative,Clay Loam,33.8,30.1,69.4,None,0.0,Sprinkler (Overhead),None / Healthy,0.75,2.98,2.23,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Potato,Flowering,Black Soil,40.3,24.2,25.5,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,3.4,3.91,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Potato,Seedling,Sandy Loam,20.6,39.5,72.5,Low,1.8,Drip Irrigation,None / Healthy,0.5,4.17,2.08,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Corn,Maturity,Clay Loam,46.4,16.6,92.1,Low,2.0,Drip Irrigation,None / Healthy,0.6,2.0,1.2,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Maturity,Black Soil,38.8,19.3,63.6,None,0.0,Drip Irrigation,None / Healthy,0.5,2.0,1.0,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Vegetative,Sandy Loam,15.8,21.5,68.9,None,0.0,Flood / Surface,None / Healthy,0.85,2.0,1.7,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.58
Potato,Maturity,Sandy Loam,23.8,29.1,37.9,Moderate,17.2,Sprinkler (Overhead),None / Healthy,0.75,3.97,2.98,11.26,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Fruiting,Sandy Loam,15.5,35.6,47.5,Low,3.5,Sprinkler (Overhead),None / Healthy,1.25,4.78,5.98,0.29,22.0,10.0,MAINTENANCE_DRIP,Normal,5.5
Pepper Bell,Flowering,Loamy,19.3,37.3,39.5,None,0.0,Flood / Surface,None / Healthy,1.05,5.49,5.76,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Rice,Flowering,Sandy,9.4,30.5,79.2,None,0.0,Sprinkler (Overhead),None / Healthy,1.25,2.67,3.34,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,4.29
Pepper Bell,Flowering,Sandy Loam,12.0,31.0,65.7,None,0.0,Drip Irrigation,None / Healthy,1.05,3.25,3.41,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,4.34
Cotton,Fruiting,Sandy Loam,13.8,18.8,43.4,None,0.0,Sub-surface Drip,None / Healthy,0.85,2.0,1.7,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Vegetative,Loamy,23.6,18.2,20.5,Low,1.5,Flood / Surface,None / Healthy,0.7,2.3,1.61,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,1.81
Pepper Bell,Flowering,Sandy,5.0,16.2,88.3,Low,3.3,Drip Irrigation,None / Healthy,1.05,2.0,2.1,0.14,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Seedling,Sandy Loam,25.6,21.0,70.1,Low,3.0,Sub-surface Drip,None / Healthy,0.45,2.0,0.9,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Flowering,Sandy,5.2,39.9,70.2,None,0.0,Flood / Surface,Tomato Yellow Leaf Curl Virus,1.15,4.34,4.99,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,5.84
Cotton,Maturity,Sandy,11.6,16.9,59.2,None,0.0,Flood / Surface,None / Healthy,0.55,2.0,1.1,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.5
Rice,Flowering,Clay Loam,21.6,16.7,70.0,Moderate,8.6,Flood / Surface,None / Healthy,1.25,2.0,2.5,4.4,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Vegetative,Loamy,19.5,38.0,50.2,Low,1.2,Sprinkler (Overhead),Tomato Septoria Leaf Spot,0.8,5.09,4.07,0.0,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Corn,Fruiting,Sandy Loam,28.4,41.5,67.2,Moderate,12.2,Flood / Surface,Tomato Septoria Leaf Spot,1.1,4.75,5.23,7.3,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Maturity,Sandy Loam,18.5,39.8,53.7,Low,3.8,Sprinkler (Overhead),Tomato Target Spot,0.7,5.23,3.66,0.54,22.0,10.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Pepper Bell,Maturity,Clay Loam,23.2,14.3,93.5,Low,1.1,Drip Irrigation,None / Healthy,0.85,2.0,1.7,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
